#weight  minuslogpost         A         ns        H0      omegab     omegam       DES_DzS1      DES_DzS2       DES_DzS3      DES_DzS4        DES_m1        DES_m2        DES_m3       DES_m4    DES_AIA  DES_alphaIA  omk       ombh2       omch2            As        YHe     sigma8  s8omegamp5  s8omegamp25  minuslogprior  minuslogprior__0      chi2  chi2__des_y1.shear
 3 99.502815 4.4836557 0.92611478 75.927299  0.03534882 0.19034546  0.0053252935  -0.010906274     0.01371312    0.027247252  0.0046160548   0.015402763   0.011152935  -0.017760454    0.3778554  3.6076208 0 0.020378435 0.088982937 4.4836557e-09 0.24449934 0.98816799 0.43112384 0.65270421 -16.521745 -16.521745 232.04912 232.04912
 5 99.078838 4.4623028 0.91768902 75.927299  0.03534882 0.19034546 -0.0040961266 -0.0025156153 -0.00067462478   0.0027308503  0.0021785992  0.0027961866 -0.0027795426  0.0064724152   0.79875171  3.1385317 0 0.020378435 0.088982937 4.4623028e-09 0.24449934 0.98267741 0.42872838 0.64907757 -17.840777 -17.840777 233.83923 233.83923
 2 102.24065 3.7879205 0.90867825 75.927299  0.03534882 0.19034546   0.011604466  -0.020631568    0.030075811 -0.00021876991   -0.00545077 -0.0093506702   0.019029482   0.014529947  -0.83509468  4.1827952 0 0.020378435 0.088982937 3.7879205e-09 0.24449934 0.90232051 0.39366979 0.59600027 -16.649028 -16.649028 237.77935 237.77935
 5 101.60553 3.7160212 0.97593113 75.927299  0.03534882 0.19034546   0.017940971  -0.017696312    0.029344282   1.665412e-05 -0.0031018217  0.0023803269   0.017661839   0.019018881  -0.52225714  4.3571769 0 0.020378435 0.088982937 3.7160212e-09 0.24449934 0.91702584 0.40008552 0.60571343  -16.76953  -16.76953 236.75013 236.75013
 1 99.591303 3.7384399 0.97821901 75.927299  0.03534882 0.19034546 -0.0050574457  -0.020531056    0.010621931   -0.014739999   0.022776936   -0.01745848   0.040868122  0.0083161658   -1.2711834  4.5650341 0 0.020378435 0.088982937 3.7384399e-09 0.24449934 0.92061118 0.40164975 0.60808162  -18.10932  -18.10932 235.40124 235.40124
 3 101.59581 3.5416686  1.0611562 75.927299  0.03534882 0.19034546  -0.020954497  -0.029746695    0.011663292   -0.043395358   0.054502725 -0.0029678483   0.013197945  0.0043895139   -2.0211784  4.2100755 0 0.020378435 0.088982937 3.5416686e-09 0.24449934 0.92634955 0.40415332 0.61187192 -16.110523 -16.110523 235.41267 235.41267
14 98.613363 3.5360004    1.05544 75.927299  0.03534882 0.19034546  0.0053419995  -0.013678195   0.0085802671   -0.017591576  0.0081543346   0.031684321   0.006459687    0.03106088   -2.3003591  4.2387649 0 0.020378435 0.088982937 3.5360004e-09 0.24449934 0.92344281 0.40288515 0.60995196 -18.984902 -18.984902 235.19653 235.19653
 5    100.62 3.5261739  1.0513573 75.927299  0.03534882 0.19034546   -0.013721573    -0.0369007   0.012017523  -0.023604494   0.0073788954   0.046177134   0.024087027   0.030646736  -2.4923499  3.1529488 0 0.020378435 0.088982937 3.5261739e-09 0.24449934 0.92062173 0.40165436 0.60808859 -16.975621 -16.975621 235.19125 235.19125
 2 102.95115 3.2623382 0.97694592 75.927299  0.03534882 0.19034546   -0.013132101  -0.043133071  0.0098333996  -0.029728662    0.013647687    0.02301125 -0.0024776068   0.037065114  -2.3338315  4.4815892 0 0.020378435 0.088982937 3.2623382e-09 0.24449934 0.85956605 0.37501662 0.56776012 -16.836129 -16.836129 239.57455 239.57455
 4 100.45436  2.895583 0.97673257 74.160499 0.038615429 0.21380007  -0.0055786988  -0.033655731    0.01358217  -0.014573229  -0.0018353154  0.0082052068  0.0079383711   0.055752014  -2.5548844  4.3031524 0 0.021237635 0.095992878  2.895583e-09 0.24488672 0.84587889 0.39112188 0.57518843 -17.106033 -17.106033  235.1208  235.1208
 3 100.38444 2.8714109 0.88637647 74.160499 0.038615429 0.21380007  -0.0081646059  -0.036234838   0.016225638  -0.029069453    0.020045517  0.0092616895   0.009681781   0.044666294  -2.7024638   4.675398 0 0.021237635 0.095992878 2.8714109e-09 0.24488672 0.81391447   0.376342 0.55345298 -17.497436 -17.497436 235.76374 235.76374
 8 99.187731  2.774809 0.88397441 74.517392 0.037775468 0.21543229    0.003725967  -0.032317611  0.0083853428  -0.013962767    0.027578755   0.027907134  0.0084800018   0.014579155  -2.3858331  4.9033664 0 0.020976119 0.098291782  2.774809e-09 0.24478309 0.81504895  0.3783024 0.55527918 -18.827463 -18.827463 236.03039 236.03039
 1 99.917604 2.7923101 0.88297177 74.115773  0.03700643 0.21504249   0.0057686491  -0.021603254   0.014180827  -0.026377476    0.022166976   0.016094748   0.028127973   0.016133934  -2.3748668  3.9990983 0 0.020328179 0.097443452 2.7923101e-09  0.2444753 0.81654888 0.37865555 0.55604925 -19.232272 -19.232272 238.29975 238.29975
 7 101.66051 2.5422972 0.88408384 74.115773  0.03700643 0.21504249   -0.019658006  -0.024676342   0.011520075 -0.0037727535    0.034788085   0.035518558   0.037426918   0.020333017  -3.2484502  3.4747314 0 0.020328179 0.097443452 2.5422972e-09  0.2444753 0.77945793 0.36145549 0.53079125 -17.199824 -17.199824 237.72068 237.72068
 1 103.24722 3.0829857 0.89191644 63.838397 0.039113997 0.22783445   -0.003385579   -0.03445196 -0.0021572729 -0.0014577446     0.01227571 -0.0036804748   0.028837422   0.037563563  -3.3919291   4.004134 0 0.015940287 0.076647102 3.0829857e-09 0.24203643  0.7466926 0.35641137 0.51587763 -17.268067 -17.268067 241.03057 241.03057
 3  106.1999 3.0614889 0.88730394 64.389688  0.03610895 0.22336087    0.016832065  -0.040133509 -0.0022540393  -0.012246642   0.0011513306 -0.0021943518 -0.0015331774    0.01024688  -2.4484711  4.8763974 0 0.014970886 0.077367767 3.0614889e-09  0.2413888 0.75621671 0.35739611 0.51987394 -16.923092 -16.923092 246.24598 246.24598
 1 103.07592  3.225225  0.8774511 64.389688  0.03610895 0.22336087   0.0050616979  -0.025554872 -0.0017714964 0.00071665044  -0.0015612508 -0.0051754451  -0.008591473   0.017078289  -2.4979291  4.3706151 0 0.014970886 0.077367767  3.225225e-09  0.2413888 0.77395526 0.36577954  0.5320686 -17.982761 -17.982761 242.11736 242.11736
 2 103.27543 2.7613992 0.87724165 67.115191  0.03956739   0.237195   0.0034502663   -0.02549739 0.00031253053  0.0075461452    0.014018139 -0.0080080134 -0.0096299823   0.026530446  -2.1364235  3.5870622 0 0.017822928 0.088729743 2.7613992e-09 0.24316172 0.76837873 0.37422095 0.53623075 -17.727152 -17.727152 242.00516 242.00516
 5 102.69684 2.6877783 0.87339652 67.115191  0.03956739   0.237195    0.014844611  -0.019999263   0.029488494   0.014203772   0.0071814093   0.021829468  0.0039809957   0.019867324  -2.3142948   4.574527 0 0.017822928 0.088729743 2.6877783e-09 0.24316172 0.75713274 0.36874385 0.52838248 -16.368946 -16.368946 238.13156 238.13156
 8 101.55446 2.4031079 0.88054096 67.115191  0.03956739   0.237195   -0.014921421   -0.01699769   0.022233939 0.00031899527    0.026255294   0.022838834  0.0025289771   0.022334835  -2.8043427  4.4488149 0 0.017822928 0.088729743 2.4031079e-09 0.24316172 0.71755963 0.34947069 0.50076547 -17.951147 -17.951147  239.0112  239.0112
 5 103.26132 2.5995972 0.98114059 67.115191  0.03956739   0.237195   -0.034523178  -0.010612032      0.021988  -0.018697759     0.03010277   -0.02826408   0.020607632   0.031868275  -2.7957827  4.6781875 0 0.017822928 0.088729743 2.5995972e-09 0.24316172 0.77177387 0.37587448 0.53860013 -14.514918 -14.514918 235.55247 235.55247
 2 99.767598 3.2214292 0.99993987 67.115191  0.03956739   0.237195  -0.0061184379  -0.002233633  0.0098283705 -0.0048518003    0.024268534  -0.022139646  -0.010635073  0.0047857497 -0.54633536  4.1969819 0 0.017822928 0.088729743 3.2214292e-09 0.24316172 0.86475502 0.42115878 0.60348916  -17.05915  -17.05915 233.65349 233.65349
 4 100.11185 3.1054012  1.0079601 68.988528 0.045705473 0.24342592 -0.00014884146 -0.0056203611  0.0099959869   0.011451922    0.033158914   -0.03146771 -0.0061368056  0.0073954748  0.20885019  4.0099366 0  0.02175314 0.093796356 3.1054012e-09 0.24511612 0.85760149 0.42312525 0.60238928 -15.929569 -15.929569 232.08283 232.08283
 2 103.03005 3.1957938  1.0175198 74.769143  0.05054321 0.22828899  -0.0020719814 0.00036666233   0.020887525   0.027028628 -0.00015342358   0.017178268  -0.026705964  0.0062237372 -0.85389636  3.7625648 0 0.028255801 0.099006779 3.1957938e-09 0.24759767 0.87057059 0.41595512 0.60176266 -14.497805 -14.497805 235.05572 235.05572
 3 101.64637 3.2553104  1.0040127 74.769143  0.05054321 0.22828899   -0.025850056  -0.022779721   0.019906011  -0.036241096   0.0090755094   0.004201438   0.031158233 -0.0069485977    0.265516  3.8033059 0 0.028255801 0.099006779 3.2553104e-09 0.24759767 0.87389436 0.41754321 0.60406014 -17.065322 -17.065322 237.42337 237.42337
 4 98.641673 3.2697783  1.0181017 68.137323 0.060874527 0.26030145   -0.015143576  -0.011897228   0.014536499  -0.010983238   -0.002870958  -0.012321135   0.018999526   0.001047973 -0.12527658  1.4971138 0 0.028262185 0.092288312 3.2697783e-09 0.24759974 0.82283418 0.41980791 0.58773489  -18.25549  -18.25549 233.79433 233.79433
12 97.480567 3.8333999  0.9615114 68.137323 0.060874527 0.26030145   0.0056792621  -0.011492604   0.011296672  -0.021119061   0.0017789558 -0.0062764844  -0.012389031  0.0011644282  0.85205841 0.43975168 0 0.028262185 0.092288312 3.8333999e-09 0.24759974 0.87342604 0.44561975  0.6238717 -18.527393 -18.527393 232.01592 232.01592
 2 99.522425 3.8376676 0.96931834 68.137323 0.060874527 0.26030145  -0.018084477 -0.010441577  -0.0066489897    -0.01648157   0.016630472  -0.015183035   -0.014766982   0.005513217 0.63814688   1.5650043 0 0.028262185 0.092288312 3.8376676e-09 0.24759974 0.87627038 0.44707092 0.62590335  -16.66402  -16.66402 232.37289 232.37289
 1 100.46246 3.7563265 0.95739806 61.456575 0.054496308 0.27595079  0.0056616503 -0.027340365   0.0046524583   -0.018065499   0.029752359  -0.042000961  -0.0085746102   0.017709275  1.2598658   3.2626249 0 0.020582768 0.083397712 3.7563265e-09 0.24458888 0.84664421 0.44475082  0.6136332 -16.045156 -16.045156 233.01524 233.01524
 4 99.781328 3.9266712 0.95525231 61.541527 0.051570949  0.2655809   -0.00503107 -0.024758249   0.0050482737    0.012037844   0.030917277  0.0038882068    0.014617945  0.0049737024 0.31517829   -1.264719 0 0.019531772 0.080808924 3.9266712e-09 0.24407421  0.8550216 0.44063146 0.61379917 -18.320728 -18.320728 236.20411 236.20411
10 99.090869 3.9721065 0.93791968 61.565948 0.039486967 0.24913853  0.0062392044 -0.031743122    0.010264666   -0.012073742   0.015837954   0.016417154   -0.016671698 -0.0084850746 0.51824492  -3.2262973 0 0.014967006 0.079221084 3.9721065e-09 0.24138609 0.88359878 0.44103754 0.62425975 -18.069093 -18.069093 234.31992 234.31992
 2 102.53312 4.1655258 0.98339692 61.565948 0.039486967 0.24913853   0.024151045 -0.014040611  -0.0012032983    0.012493408    0.06418537   0.022120637   0.0079605692 -0.0046621262  0.9346435  -1.1793701 0 0.014967006 0.079221084 4.1655258e-09 0.24138609 0.91706505 0.45774182 0.64790356 -14.253063 -14.253063 233.57237 233.57237
 6 99.227913 1.5103041 0.98399425 82.267827 0.059763154 0.31347458   0.028052744 -0.012709612  -0.0018765624   0.0029132697   0.029656134   0.028669644  -0.0058082776   0.021059073  1.7484352   0.2333453 0 0.040447675  0.17127514 1.5103041e-09 0.25071434 0.80864425 0.45275022 0.60507343 -16.259871 -16.259871 230.97557 230.97557
 1 99.316687 1.4640359 0.99253076 82.267827 0.059763154 0.31347458 0.00050803887 -0.022829585 -0.00017314158  -0.0069534295   0.061777919   0.012883914    0.013016039   0.035911182  1.5287222   4.0771404 0 0.040447675  0.17127514 1.4640359e-09 0.25071434 0.79952638 0.44764523 0.59825093 -16.495047 -16.495047 231.62347 231.62347
23 99.801347 1.7080855 0.99586298 89.952494 0.058804725 0.27963302  -0.012220866 -0.010761617    0.014734645    -0.02405269    0.00737873 0.00074792642   -0.037712231   0.017739566 0.90061425   3.9107212 0 0.047581556  0.17816013 1.7080855e-09 0.25071434 0.87233633 0.46129441 0.63435311 -16.773499 -16.773499 233.14969 233.14969
 7 97.731158 1.7372902 0.93802887 89.952494 0.058804725 0.27963302   0.029571707 -0.020658408    0.014453028   -0.029552707 -0.0028286462    0.01013007  -0.0077212462  0.0017914626  1.0811015  -0.6268069 0 0.047581556  0.17816013 1.7372902e-09 0.25071434 0.85330721 0.45123174 0.62051535 -17.129189 -17.129189 229.72069 229.72069
12 99.042934 1.6047211 0.97147796 89.952494 0.058804725 0.27963302   0.013427647 -0.027314468  -0.0057587572   -0.037735355   0.040019158  -0.007610252  -0.0083782723   0.010166178 0.82731136   2.2231956 0 0.047581556  0.17816013 1.6047211e-09 0.25071434 0.83464514 0.44136318  0.6069445 -16.486039 -16.486039 231.05795 231.05795
10 100.48615 1.8005441 0.94359846 89.952494 0.058804725 0.27963302  0.0054872522 -0.018588836  -0.0042159573  -0.0032123652 -0.0095169127 -0.0039711426   -0.033308036  -0.031038571  1.2045685   3.6791401 0 0.047581556  0.17816013 1.8005441e-09 0.25071434  0.8712346 0.46071181 0.63355195 -14.500684 -14.500684 229.97367 229.97367
 8 96.670025 1.5505168 0.93608782 72.123805  0.05845579 0.34283204   0.010711083 -0.019119266   0.0037476144  -0.0089560517 -0.0017024765   0.023092559   -0.012000015  -0.011946758  1.3200363   2.4583128 0 0.030407786  0.14759247 1.5505168e-09  0.2482696 0.75173446 0.44015451  0.5752211 -18.054166 -18.054166 229.44838 229.44838
11 98.889931 1.4480186 0.92427063 84.740369  0.04955332 0.29782835  -0.010129549 -0.014409048    0.011798594    0.012228062  -0.015762538   0.027017037  -0.0097346804  -0.007338841  1.0515825    2.452232 0 0.035583893  0.17782129 1.4480186e-09  0.2496777 0.81672919 0.44571894 0.60335037 -16.957676 -16.957676 231.69522 231.69522
 4 96.780296 1.3991793 0.91478444 71.837287 0.045432046 0.33378908 -0.0054559573  -0.01089945    0.013914537   -0.016273057   0.012208402  0.0085174754    0.025748434  0.0088925718  1.1883001   2.4604411 0 0.023445643  0.14847647 1.3991793e-09 0.24584613 0.74498338 0.43041029 0.56625835 -19.365679 -19.365679 232.29195 232.29195
 5 96.560066 1.3573801 0.91877876 71.167395 0.048581981 0.34123991 -0.0046371134 -0.025233494  -0.0015084236   -0.019932565   0.016459327   0.011745894    0.021412116   0.024552045  0.8318136   4.6289978 0 0.024605793  0.14789858 1.3573801e-09 0.24627383 0.72554173  0.4238306 0.55453294 -19.048302 -19.048302 231.21674 231.21674
 5  99.94384  1.315771  0.9003967 67.097212 0.037128364 0.34131468 -0.0027212543 -0.025774217    0.025100139 -0.00029508292   0.041149589 -0.0059863395   0.0085287965   0.056363596 0.76795878   1.6341182 0 0.016715322  0.13665532  1.315771e-09 0.24252965 0.70784136 0.41353609 0.54103415 -15.383741 -15.383741 230.65516 230.65516
 4  101.8135 1.3197861 0.90042991 67.146783 0.037109079 0.34098633   0.020111603 -0.026736715   0.0054367717   0.0089677974   0.019418212  -0.023588813 -0.00044222084   0.053008786 0.23071418 -0.60436487 0 0.016731335  0.13671797 1.3197861e-09 0.24253948 0.70915313 0.41410312 0.54190638 -15.064411 -15.064411 233.75581 233.75581
30 102.90835 1.3286706 0.93630862 67.146783 0.037109079 0.34098633 -0.0022827165 -0.014721672  -0.0075605427    0.025253333   0.042080898   0.015636969    0.019765696   0.063034601  1.2791195   4.8117964 0 0.016731335  0.13671797 1.3286706e-09 0.24253948 0.72141284 0.42126206 0.55127476 -13.390929 -13.390929 232.59856 232.59856
 2 103.47061 1.5353126 0.92044681 67.146783 0.037109079 0.34098633  0.0033791429 -0.040456103   -0.012106489   -0.043927888  0.0096179733   0.020164692   -0.019210069   0.006761334  1.9843704  0.92699731 0 0.016731335  0.13671797 1.5353126e-09 0.24253948 0.77074962  0.4500718 0.58897595 -14.950992 -14.950992  236.8432  236.8432
 9 99.461523 1.7521437  0.9205323 61.648366 0.036091587 0.34803162 0.00062901839 -0.019419934   -0.012445261  -0.0076026967 0.00022648451   0.025091151  -0.0059419628  0.0074704744  1.6480717  0.96190443 0 0.013716683  0.11830828 1.7521437e-09 0.24045854 0.76136933 0.44916378 0.58479016 -17.266321 -17.266321 233.45569 233.45569
24  99.02282 1.4504668  1.0522879 61.648366 0.036091587 0.34803162  -0.0071862295 -0.011537719  -0.0067957065  -0.019182096  0.031571644  -0.011304317    0.030191577   0.043076716  1.3623268  3.3221769 0 0.013716683 0.11830828 1.4504668e-09 0.24045854 0.72541382 0.42795212 0.55717356 -16.527844 -16.527844 231.10133 231.10133
 3 99.173627 1.4722302  1.0476574 61.648366 0.036091587 0.34803162  -0.0088607848  -0.01599041  -0.0060444946  0.0033954211  -0.01482235   0.006631114    0.015824001   0.026698157  1.6354085  2.5726873 0 0.013716683 0.11830828 1.4722302e-09 0.24045854 0.72961087 0.43042813 0.56039722 -17.419857 -17.419857 233.18697 233.18697
21 100.34362 1.5061523   1.056379 61.648366 0.036091587 0.34803162  -0.0066512484 -0.018629904   0.0030068186   0.011190525 -0.012417508  0.0050843368    0.012177612  -0.020870294  1.3205092 0.73498002 0 0.013716683 0.11830828 1.5061523e-09 0.24045854 0.74030637 0.43673786 0.56861219 -17.179324 -17.179324 235.04589 235.04589
11 102.61425 1.3897538   1.039298 61.648366 0.036091587 0.34803162   0.0035600551 -0.020419803  -0.0028562134  -0.028579206 -0.014370511 -0.0037869417   0.0029083674  -0.028172561  1.6802513  4.0040118 0 0.013716683 0.11830828 1.3897538e-09 0.24045854 0.70674338 0.41693763 0.54283323 -16.661372 -16.661372 238.55124 238.55124
 6 101.83296 1.4163753  1.0383573 61.648366 0.036091587 0.34803162  -0.0041339985 -0.033132327   -0.008793532 -0.0085836683  0.021362606  -0.034617683    0.034175813  0.0016632297  1.1610215  3.1110065 0 0.013716683 0.11830828 1.4163753e-09 0.24045854 0.71323864 0.42076947 0.54782209 -15.188066 -15.188066 234.04205 234.04205
 9 102.11331  1.269681  1.0342062 64.828723 0.034097013 0.34165362    0.021400126 -0.033139796   0.0043821587  -0.024748559 -0.047831446   0.017120605    0.023635913     0.0130917  1.0773212  3.8263564 0 0.014330168 0.12898763  1.269681e-09 0.24092509  0.7153463 0.41812809 0.54690619 -14.656637 -14.656637 233.53988 233.53988
 6 100.34605 1.2761002  1.0340588 65.627977 0.033827377 0.33866026  -1.056485e-05 -0.015020649 -0.00012227621 0.00027253083 -0.021106795   0.024601503     0.02434357   0.028028315  1.7679816  1.8685904 0 0.014569557 0.13101461 1.2761002e-09 0.24110178 0.72472509 0.42175032 0.55285897  -17.59032  -17.59032 235.87273 235.87273
 4 98.982798 1.2688084   1.040912 65.627977 0.033827377 0.33866026   -0.004038167 -0.016025668  -0.0049736483  -0.018052908  -0.01764113  0.0093911525    0.028896766    0.02550593  1.3739557  2.9315774 0 0.014569557 0.13101461 1.2688084e-09 0.24110178 0.72460556 0.42168075 0.55276778 -17.770572 -17.770572 233.50674 233.50674
 4  105.3647 1.2784043  1.0420966 66.041688 0.034484198 0.33783189    0.012027303 -0.032752235    0.038981678  -0.032151979  0.072345335  0.0074534684  0.00065591662  0.0073365176  1.3650873  3.8228421 0 0.015040299 0.13202386 1.2784043e-09  0.2414371 0.72945655 0.42398428 0.55612778 -11.484747 -11.484747  233.6989  233.6989
 6 98.714472  1.392444 0.98341005 66.041688 0.034484198 0.33783189 -0.00025882164 -0.014624824     0.02136825  -0.037725937  0.028024419 -0.0026152415    0.019642225    0.03875486 0.98365327  3.0041817 0 0.015040299 0.13202386  1.392444e-09  0.2414371 0.74396174 0.43241518 0.56718634 -17.632584 -17.632584 232.69411 232.69411
26  97.11494 1.4597786 0.93480232 66.041688 0.034484198 0.33783189  -0.0072302204 -0.034659444    0.014728683 -0.0012433967   0.01195356   0.033993713 -0.00062774621   0.012249019 0.96091358  3.2991351 0 0.015040299 0.13202386 1.4597786e-09  0.2414371 0.74771458 0.43459645 0.57004745 -18.065802 -18.065802 230.36148 230.36148
10 98.706517 1.3520587 0.93392718 64.957505 0.034976996 0.34586753   0.0086026625 -0.024786669  -0.0013128633  0.0075633778  0.023907848   0.013936554    0.035879459   0.025465273 0.60950454  4.0337178 0 0.014758465 0.13090734 1.3520587e-09 0.24123845 0.71456276 0.42023795 0.54798393 -17.659119 -17.659119 232.73127 232.73127
 5 102.50565 1.1907075 0.93134843 64.799523 0.034649177 0.35217686     0.01027717  -0.01787112    0.012198216   -0.03090375 -0.012504352  -0.003200522    0.061976546   0.020969958 0.79851831 0.47865575 0 0.014549114 0.13305829 1.1907075e-09 0.24108684  0.6769106 0.40170915 0.52146062 -16.211619 -16.211619 237.43453 237.43453
 2 101.65973 1.1899487 0.93138088 64.804121 0.034676929  0.3522258   -0.008914571 -0.010640792    0.021136455   -0.02798524  0.022307814  0.0023984119    0.028848296   0.076618703 0.58055886  3.0356041 0 0.014562833 0.13308607 1.1899487e-09 0.24109687 0.67671878 0.40162321 0.52133096 -14.457504 -14.457504 232.23447 232.23447
11 102.20561 1.3316887 0.93870802 79.791876 0.036242711 0.30327804    0.018367464 -0.031110266  -0.0038387301  0.0040150358  0.055412175   0.034334507   -0.014546907   0.024045217 0.94748793  2.5983771 0 0.023074804 0.16960379 1.3316887e-09 0.24568881 0.81779364 0.45036456 0.60688159 -14.496421 -14.496421 233.40407 233.40407
10 103.31316 1.2988159  0.9048414 79.791876 0.036242711 0.30327804    0.004800774 -0.030952052   0.0081864806   0.029245986  0.054124455   0.020179798   -0.025268867    0.01510399 0.24899733 0.91711251 0 0.023074804 0.16960379 1.2988159e-09 0.24568881 0.79474175 0.43766973 0.58977487  -14.04134  -14.04134   234.709   234.709
 1 99.140161 1.2891885 0.89973253 75.183993  0.03354288  0.3143333   0.0044106511 -0.022286083    0.011903991  -0.020395318   0.05293297  -0.019802384   -0.015581824   0.016905489 0.52095757  1.5019163 0 0.018960558 0.15835584 1.2891885e-09 0.24377436 0.77018449 0.43180728 0.57668993 -16.489472 -16.489472 231.25927 231.25927
 7 97.415271 1.3352599 0.89769183 75.183993  0.03354288  0.3143333  -0.0034394248 -0.026570859    0.024692485  -0.019645778  0.030404437   0.013286894   -0.015656337   0.032587858  1.3975617  2.7514701 0 0.018960558 0.15835584 1.3352599e-09 0.24377436 0.78311987 0.43905956 0.58637553 -17.253907 -17.253907 229.33836 229.33836
15 97.674926   1.25301 0.89714854 76.295219 0.033724479 0.31436358   -0.017317575 -0.024628281    0.014870144  -0.023722323    0.0173858  -0.010703753   0.0019295775 -0.0025619824 0.83444534  4.8162776 0 0.019630886 0.16298338   1.25301e-09  0.2441253 0.77001907 0.43173534 0.57657995 -18.299888 -18.299888 231.94963 231.94963
 4 98.133871 1.3093576 0.96026068 76.295219 0.033724479 0.31436358  0.00018702753 -0.015705792    0.015048946  -0.030190835   0.02915659   0.016601515   -0.018946429  0.0085506623 0.99871664  1.6909559 0 0.019630886 0.16298338 1.3093576e-09  0.2441253 0.81013169 0.45422573 0.60661574 -18.346535 -18.346535 232.96081 232.96081
16 102.01425  1.1616833 0.95849708 78.000933 0.033560619 0.31470157   0.028985533  -0.018520012   0.0037585059  -0.049851161   0.036035148 -0.00016483259  -0.030410383    0.025627286   1.8811283  0.71961312 0 0.020418769 0.17065773 1.1616833e-09 0.24451809 0.78318019 0.43935052 0.58659239 -14.420963 -14.420963 232.87043 232.87043
11 104.78623  1.0890302 0.95773651 78.395518 0.033616181 0.31637843    0.01941442  -0.025777466   0.0067403354  -0.030587772   0.061222639    0.044894681  -0.012363386    0.074132115   1.9412282   1.2537124 0 0.020660025 0.17338514 1.0890302e-09 0.24462263 0.76467602 0.43011135 0.57349441 -11.243529 -11.243529 232.05952 232.05952
 1 98.892128  1.1221683 0.88747603 78.395518 0.033616181 0.31637843   0.022387934  -0.010462818   0.0057494501 -0.0070195372   0.022013656  -0.0044220568   0.034651847    0.046123526  0.98071479   2.6550401 0 0.020660025 0.17338514 1.1221683e-09 0.24462263  0.7508839 0.42235362 0.56315054 -16.513337 -16.513337 230.81093 230.81093
 8  100.2313  1.1500265 0.88660318 75.269078  0.03323749 0.32430954 -0.0070723148  -0.027761102     0.01173161   0.025923132  -0.020370184   0.0099583667   0.026108917  -0.0017856797  0.34845816 -0.99335105 0 0.018830481 0.16453945 1.1500265e-09 0.24370505 0.73981078 0.42130878 0.55829095  -16.21571  -16.21571 232.89403 232.89403
15 98.531478  1.0886113 0.91734691 75.269078  0.03323749 0.32430954 -0.0023032744  -0.028339275    0.012207747  -0.013331222 -0.0096753323   -0.011879923 -0.0053566818    0.040764212  0.50387034   1.9269403 0 0.018830481 0.16453945 1.0886113e-09 0.24370505 0.72974954 0.41557909 0.55069833 -17.524548 -17.524548 232.11205 232.11205
 6 99.706397  1.0919576 0.91433871 75.269078  0.03323749 0.32430954  -0.014831216  -0.030699001   0.0031089223 -0.0066340725  -0.022769285  -0.0019301636   0.023498855    0.036211367 0.045202682   1.9001529 0 0.018830481 0.16453945 1.0919576e-09 0.24370505 0.72988187 0.41565445 0.55079819 -16.840268 -16.840268 233.09333 233.09333
 2 99.013641  1.1889751 0.91501057 74.837788 0.032917694 0.32148384  0.0040131277  -0.024413919    0.015146177  -0.018753305  -0.023172091    0.004595664  0.0059367858   -0.013883652  0.36884382    -1.39379 0 0.018436195 0.16125576 1.1889751e-09 0.24349336 0.75428076 0.42767376 0.56796662 -17.719226 -17.719226 233.46573 233.46573
 1 99.728379  1.2765279 0.91741052 72.169179 0.034166646 0.32769354 -0.0037915521  -0.030634154   0.0016737265  0.0066153895   0.047592026  0.00050706912   0.031985122   0.0069681251  0.42611433  -2.4874723 0 0.017795323 0.15254425 1.2765279e-09 0.24314674 0.75474708 0.43205137 0.57104248 -16.913721 -16.913721  233.2842  233.2842
 4 99.454042   1.246995 0.91738359 72.169179 0.034166646 0.32769354 -0.0068206728  -0.027960824   0.0095352743  -0.035038813   0.045061939    0.012199262 0.00057706318  -0.0027364207  0.69936701   -1.668227 0 0.017795323 0.15254425  1.246995e-09 0.24314674 0.74595679 0.42701941 0.56439173 -17.934141 -17.934141 234.77637 234.77637
 6 101.38911  1.5844993 0.94359415 63.494866 0.050186684 0.36030113   0.011538576  -0.034663312   0.0042976184  0.0011340664   0.032403401   -0.029363827   0.012249288   -0.023923689   0.5496856  -1.1952837 0 0.020233253 0.12476558 1.5844993e-09  0.2444286 0.71786523 0.43089925 0.55617227 -15.167794 -15.167794 233.11382 233.11382
 1 102.83874  1.5848278 0.93879315 63.494866 0.050186684 0.36030113  -0.022620034   -0.02473373 -0.00016877563   0.032097857  0.0087989301   -0.017509638 -0.0094167361   -0.032109748   1.0600941   3.8326072 0 0.020233253 0.12476558 1.5848278e-09  0.2444286 0.71671927 0.43021138 0.55528442 -12.845116 -12.845116 231.36772 231.36772
 2 100.23901  1.7027226 0.93542715 63.494866 0.050186684 0.36030113  -0.010133281  -0.013662881     0.01419296  0.0074581036   0.011066318    0.023132583  -0.041887348 -0.00046062598   1.0560989   3.1386614 0 0.020233253 0.12476558 1.7027226e-09  0.2444286 0.74201584 0.44539567 0.57488315 -15.863224 -15.863224 232.20446 232.20446
 7 107.71435  1.6984207 0.93563098 63.540477  0.05035461 0.36053219 -0.0069337376  0.0021941628    0.014381107  -0.025055356   0.067205747    0.046305746  -0.037059967   -0.022226759  0.90059273   2.3719674 0 0.020330131 0.12497039 1.6984207e-09 0.24447624  0.7414148 0.44517757 0.57450956 -10.956803 -10.956803 237.34231 237.34231
