#weight  minuslogpost      logA         ns  theta_MC_100       ombh2      omch2         tau   A_planck  calib_100T  calib_217T  A_cib_217   xi_sz_cib      A_sz   ksz_norm  gal545_A_100  gal545_A_143  gal545_A_143_217  gal545_A_217  ps_A_100_100  ps_A_143_143  ps_A_143_217  ps_A_217_217  galf_TE_A_100  galf_TE_A_100_143  galf_TE_A_100_217  galf_TE_A_143  galf_TE_A_143_217  galf_TE_A_217            As        H0     omegam   omegamh2   omega_de        YHe        Y_p     DHBBN       zre     sigma8       s8h5  s8omegamp5  s8omegamp25         A     clamp       age     rdrag  minuslogprior  minuslogprior__0  minuslogprior__SZ      chi2  chi2__planck_2018_lowl.TT  chi2__planck_2018_lowl.EE  chi2__planck_2018_highl_plik.TTTEEE  chi2__planck_2018_lensing.clik
1 1420.8242 3.0306019 0.95869105 1.0407093 0.022286781 0.11972779  0.04866543  1.0006607 0.99892172 0.99874639 47.596746  0.6887965 3.3447647  3.9369799 9.4328276  11.68582 21.630622 96.453474 279.95885 57.217475 45.394696 118.10712  0.098543925 0.13802889 0.39596096 0.26100041 0.52581222 2.0419231 2.0709694e-09 67.312752 0.31485215 0.14265971 0.68506811 0.24536531 0.24669171 2.6013157  7.108231 0.80304487 0.97879364 0.45060203 0.60154272 2.0709694  1.878899  13.81104 147.25858 23.855674 21.835641 2.0200335  2793.937 24.407188 395.67637 2364.8146 9.0389383
2 1420.8179 3.0338893 0.95883888 1.0406187 0.022307298 0.11967705 0.050503469 0.99821872 0.99976137 0.99876475 51.346814 0.60179985 4.8767489  1.2319654  12.65592 10.500604 21.022059 92.283437 244.94471 53.024187 45.827352 113.28642   0.12419496 0.10483365 0.37049606 0.18763307  0.6670011 2.1744894 2.0777886e-09 67.317178 0.31474403 0.14262948 0.68517624 0.24537368 0.24670012 2.5974112 7.2963445 0.80407215 0.98001352 0.45110098 0.60226052 2.0777886 1.8781687 13.811467 147.24933  22.85062 20.821045 2.0295755 2795.9347 24.840692 395.71798 2366.8236 8.5523532
1 1424.7968 3.0369075 0.96042531 1.0407356 0.022372446 0.11904037 0.052523842 0.99913155  1.0006682 0.99770013 54.333842 0.88813135 5.1643053  2.5716801 10.179269 9.2631982 13.883887 78.651145 286.42061 62.093705 62.252134 121.84538 0.0069136821 0.10262126 0.45462888 0.18737671 0.77740767 1.7854411 2.0840694e-09 67.634126 0.31055161 0.14205796  0.6893694 0.24539984 0.24672637 2.5851212 7.4824153 0.80345577 0.97696506 0.44774307 0.59978475 2.0840694 1.8762493 13.798698 147.34525 25.826726 23.710227 2.1164993 2797.9402 24.419847 395.85718 2368.9458 8.7173937
5  1419.626 3.0372238 0.96027387 1.0407132 0.022358796 0.11909457 0.052689203 0.99909343  1.0010019 0.99840074 60.065478  0.77286875 5.5222459  3.7411323 8.6658268 10.048603 13.426101 75.672082 276.87341  48.56446 51.545634   102.869 0.077827479 0.15031038 0.59681567 0.22704742 0.70023671 2.3883605 2.0847287e-09 67.596241 0.31098858 0.14209851 0.68893235 0.24539442 0.24672094 2.5876795 7.5031869 0.80375857 0.97760709 0.44822681 0.60022174 2.0847287 1.8762223 13.800976 147.34608 23.713061 21.169608 2.5434531 2791.8258 24.452545  395.8794  2362.808 8.6859149
4 1418.4827 3.0424678 0.96057917 1.0407132 0.022358796 0.11909457 0.052689203  1.0014897   1.001219 0.99765905 53.755444   0.6901674 7.4242215  2.9140315 7.9284428  9.955117 17.373825 84.113693 264.81585 52.701076 55.383069 113.80916  0.11790777 0.12169464 0.60432034 0.13268678 0.71906688 2.3809728 2.0956897e-09 67.596241 0.31098858 0.14209851 0.68893235 0.24539442 0.24672094 2.5876795 7.5031869 0.80596151 0.98028652 0.44945531 0.60186683 2.0956897  1.886087 13.800976 147.34608 24.463759 20.889898 3.5738609 2788.0379 24.415145 395.87966 2359.2235 8.5195531
4 1419.9151 3.0424677 0.95921026 1.0407132 0.022358796 0.11909457 0.052689203   1.001384  1.0011717 0.99749121 56.364801   0.6217736   5.97667  3.4598742 7.4213001 9.7534057 16.434638 81.195917 295.50235 55.093144 50.024798 109.72932  0.12777898 0.14254493 0.60855486 0.16300972 0.72011476 2.5378994 2.0956895e-09 67.596241 0.31098858 0.14209851 0.68893235 0.24539442 0.24672094 2.5876795 7.5031869 0.80554592 0.97978104 0.44922355 0.60155648 2.0956895 1.8860868 13.800976 147.34608 23.982181 21.275279 2.7069026 2791.8658 24.780944 395.91282 2362.6963 8.4756804
1 1423.6988 3.0407025 0.95910786 1.0407132 0.022358796 0.11909457 0.052689203 0.99992768  1.0008627 0.99755501 54.514441  0.79735603 8.7528552  3.0840182 6.7451752 12.214687 19.897767 85.787913 245.60251 47.930036 57.718809  111.2165  0.18129598 0.15727787 0.67535198 0.16951472 0.64735069 2.3022699 2.0919934e-09 67.596241 0.31098858 0.14209851 0.68893235 0.24539442 0.24672094 2.5876795 7.5031869 0.80480421  0.9788789 0.44880993  0.6010026 2.0919934 1.8827603 13.800976 147.34608 27.971712 22.754903 5.2168089 2791.4541 24.909376  395.9076 2362.1819 8.4552782
5 1427.2794 3.0516367 0.95886298 1.0407261 0.022276854 0.11921034 0.058742171 0.99964726  1.0000298 0.99784185 42.512397   0.5389173 7.5820531  2.0007813  8.959714 14.182435 24.638501 103.96635 246.26604 40.842097 52.152579 124.44423  0.20950521 0.18168113 0.55110974 0.25543394 0.58606466 1.9416489 2.1149932e-09 67.492189 0.31202245 0.14213233 0.68789822 0.24536124 0.24668763  2.603209  8.135965 0.80989506 0.98582992 0.45239904 0.60530633 2.1149932 1.8805555 13.809358 147.40681 26.092314 22.882761 3.2095529 2802.3741 25.135264 397.38901 2371.3807 8.4692041
5 1422.8076 3.0494674 0.95839521 1.0406598 0.022425523 0.11955695 0.056940988 0.99964223 0.99964376 0.99670644  29.22467  0.71667717 7.1032982  2.7529679 7.5028092  12.71352  23.43458 107.42181 252.36531 43.380294 51.470283 139.72833  0.17476351 0.17849943  0.5218223 0.27386852 0.62090938 1.8827626 2.1104102e-09 67.470562 0.31331049 0.14262761 0.68661014 0.24542043 0.24674704 2.5752812 7.9271246  0.8093485  0.9853225  0.4530259 0.60552113 2.1104102 1.8832526 13.797795  147.1493 25.870202 22.667752 3.2024501 2793.8748 25.290075 396.78588 2363.2979 8.5008996
1 1422.9855  3.036996 0.95705244 1.0406919 0.022370761 0.12006008 0.049780287  1.0010748  1.0000041 0.99737002 30.066269  0.98463289 4.8269284  7.0531658 8.6178761 12.017075 20.925661 105.43238 263.46687 42.222574 46.600254 134.31205  0.11636997 0.12613502 0.65435354 0.27842595  0.5640634 1.9905278 2.0842537e-09 67.259848 0.31626778 0.14307598 0.68365235 0.24539917  0.2467257 2.5854364  7.212994  0.8058528 0.98260231 0.45319301 0.60432347 2.0842537 1.8867396 13.804454 147.07732 25.387626 21.823473 3.5641523 2795.1957 25.131791 395.70174 2365.8306 8.5315843
1 1420.6903 3.0341452 0.95683596 1.0405931 0.022464148 0.12021327 0.047919329  1.0011625  1.0001673 0.99738335 34.576224  0.96510272 5.4601772  7.1660358 8.7105637  11.25681 18.670368   98.8382 268.02445 41.201172  49.90267 132.97162 0.084026198 0.13174824 0.63256141 0.27595062 0.63434001  1.972878 2.0783205e-09 67.250453 0.31690138 0.14332256 0.68301873 0.24543487 0.24676153  2.568251 6.9994258 0.80466378 0.98122102 0.45297738 0.60373379 2.0783205 1.8883841 13.798601 146.93357 25.050163 20.755407  4.294756 2791.2802 25.172255 395.71568  2361.874 8.5183433
2 1422.4983 3.0355542 0.95859091 1.0408287 0.022547586 0.11953705  0.04899969  1.0013941  1.0006361 0.99770935 53.436784  0.23172923 6.9559149  3.5978774 5.8043113 10.362918 18.290095 90.447881 271.17339 42.646763 32.437168 103.48392 0.095875544 0.16458826 0.55158454 0.35591929 0.65711794 2.1947688  2.081251e-09  67.63506 0.31201167 0.14272978 0.68790935  0.2454646 0.24679137  2.553439 7.0871241  0.8033673 0.97685074 0.44874494 0.60042236  2.081251 1.8869651 13.780341 147.01908 25.578088 22.042476 3.5356118 2793.8404  24.82115 395.69339 2364.7027 8.6232102
2 1421.7149  3.036337  0.9601161 1.0408287 0.022547586 0.11953705  0.04899969  1.0016928  1.0002288 0.99806641 59.695638 0.059116988 6.2382503  4.6755061 4.5758688 9.7191488 15.636595 85.993092 272.31316 38.125567 26.662459 88.868908  0.14757079  0.1323432 0.49649885 0.31345717 0.67072638 2.1539565 2.0828807e-09  67.63506 0.31201167 0.14272978 0.68790935  0.2454646 0.24679137  2.553439 7.0871241 0.80414427 0.97779549 0.44917894 0.60100306 2.0828807 1.8884427 13.780341 147.01908 24.438794 20.943931 3.4948632 2794.5522 24.450001 395.64809 2365.8362 8.6178737
7 1420.1921 3.0456809 0.96045021 1.0409256 0.022560478 0.11948742 0.054079234  1.0013271  1.0002624 0.99833758 52.251978  0.15272684 9.3168152  1.4208411 8.0276802 10.225912 17.483058 91.554539 263.30933 36.645019 38.228008  108.0572   0.2228422  0.1429176  0.5132982 0.27456891 0.70626543 2.0233905 2.1024341e-09  67.69566 0.31137312 0.14269303 0.68854804  0.2454691 0.24679588  2.551181 7.6076615 0.80787251 0.98188905 0.45079946 0.60348032 2.1024341 1.8869039  13.77594 147.01791 25.064414 20.456968 4.6074458 2790.2553 24.580529  396.0361 2361.1693 8.4693568
7 1419.7218 3.0457099 0.95993038 1.0405344 0.022411824 0.11946811 0.054626681  1.0007133  1.0001724 0.99793299 46.732893  0.20152491 9.6804575  1.1423229 7.6623217  9.301047 18.527452 97.089585 258.64823  43.35908 44.061631 116.33904  0.18399031 0.10806424 0.44282943 0.24878824 0.68431458  1.986106 2.1024952e-09 67.448522  0.3132899 0.14252507 0.68663068 0.24541519 0.24674178 2.5778026 7.6950204  0.8079445 0.98377394 0.45222516 0.60446078 2.1024952 1.8848938 13.802556 147.18803 23.383363 18.540704 4.8426589 2792.6768 24.670259 396.18935 2363.3487  8.468483
3 1420.3347 3.0492053 0.96098777  1.040667 0.022402918 0.11901508 0.056902995  1.0006982  1.0004289 0.99790744 46.370912  0.23861992 9.6816174   1.121638 7.7782123 9.5077484  18.61327 97.279387 263.91715 43.239278  44.59618 116.46686  0.18425746 0.10845809 0.42773802 0.23876799  0.6638588 1.9195539 2.1098571e-09 67.645211 0.31046116 0.14206313 0.68945988 0.24541176 0.24673833  2.579449 7.9195552 0.80830156 0.98277678 0.45037788 0.60335822 2.1098571 1.8829021 13.797567 147.31799  23.35002 18.522261 4.8277595 2793.9693 24.500919 396.68357 2364.3531 8.4316858
3 1419.5016 3.0514521 0.96336219  1.041013 0.022619859 0.11822051  0.05819603  1.0009777   1.000781 0.99799298 48.506933  0.26976056 9.7849711 0.68319582 6.5572641 9.4720057 17.298008  92.00722 273.73911 38.406438 46.408869  117.9439  0.19289855 0.13634512 0.48649394 0.22853414 0.53978921   1.79814 2.1146029e-09 68.222699  0.3039864  0.1414855 0.69593597 0.24548991 0.24681677 2.5408206 7.9859001 0.80656728 0.97650877 0.44470056 0.59889976 2.1146029 1.8822634 13.761914 147.28761 25.392039 20.775934 4.6161045 2788.2191 24.137126 396.89492 2358.7188 8.4682404
2 1419.7905 3.0493669 0.96410471  1.041013 0.022619859 0.11822051  0.05819603  1.0000915  1.0007974 0.99852841 41.855018  0.35078405 8.1230884  3.3085977 7.0108296 8.1523411  17.86632  97.86964 268.74553 37.127847 38.349762 118.16374  0.15798193 0.11390041 0.49348175 0.19608673 0.56943128 2.0867352 2.1101982e-09 68.222699  0.3039864  0.1414855 0.69593597 0.24548991 0.24681677 2.5408206 7.9859001 0.80595416 0.97576648 0.44436252  0.5984445 2.1101982 1.8783426 13.761914 147.28761 24.645944 20.055317 4.5906265  2790.289 23.933812 396.90157 2360.8842 8.5695068
2 1420.2078 3.0405275 0.95770212 1.0407948 0.022441245 0.12097645 0.051395876  1.0007965  1.0004844   0.998444   51.3869 0.081830504 7.2076723  5.0869708 5.8583724 8.0026646 15.702958 91.759387  275.7243 36.663192 29.013953 101.60947  0.13285243    0.12741 0.50582418 0.21901309 0.57703024 2.2091544 2.0916273e-09 67.033807 0.32060049 0.14406284  0.6793191 0.24542637   0.246753 2.5724049  7.380561 0.81029128  0.9896787 0.45879984 0.60972249 2.0916273 1.8873064 13.797949 146.75832 25.169165 20.335855 4.8333103 2790.0773 24.962291 395.78441 2360.5909 8.7396872
1  1415.933 3.0328552 0.95737703 1.0407785 0.022407205 0.12103485 0.047233114   1.001079  1.0004316 0.99916289 54.274781 0.059733819  6.009113  6.1344073 7.8353182 9.3740639 19.800433 96.571985 279.80417 34.976987 22.452417 94.454859  0.10177247 0.11891534 0.52181169 0.22049513 0.63932178 2.1761432 2.0756412e-09 66.980008 0.32117002  0.1440872 0.67874944 0.24541341 0.24673999 2.5786558 6.9498553 0.80740947 0.98655486   0.457574 0.60782364 2.0756412 1.8885397 13.802109 146.78067 23.718938 19.531951  4.186987 2784.4281 24.866811 395.75847 2355.1019  8.700919
1 1416.9637 3.0412453 0.96183871 1.0411342 0.022465912 0.11911963 0.053241256   1.001518   1.000884 0.99881903 55.529843  0.45656949 2.3609046  6.7324313 9.7170865 9.6086377 17.296778 90.494143 299.47648 50.618701 29.912906 97.655658  0.12589346 0.11158276 0.54122873 0.23614029 0.65529271  2.329488 2.0931293e-09 67.816932  0.3092552 0.14223068 0.69066624 0.24543552 0.24676218 2.5679329 7.5376592 0.80585096 0.97855594 0.44813951 0.60094396 2.0931293 1.8817039 13.777696 147.22013 21.698431 19.624222 2.0742094 2790.5306 23.994869 395.93545  2361.714 8.8863004
2 1414.8015 3.0371296 0.96377102 1.0411342 0.022465912 0.11911963 0.053241256 0.99980493  1.0004052 0.99889844 56.366181  0.66178628 2.7311865  5.7914583 8.3279717 11.091189 19.600418 91.818719 292.77803  54.24743 36.230763 96.912163  0.13669962 0.11142012 0.54761779 0.21455897 0.62584954 2.2435161 2.0845322e-09 67.816932  0.3092552 0.14223068 0.69066624 0.24543552 0.24676218 2.5679329 7.5376592 0.80478276 0.97725882 0.44754548 0.60014739 2.0845322 1.8739752 13.777696 147.22013 20.876728 18.834878 2.0418504 2787.8495 23.495644 395.91629  2359.214 9.2234849
2 1417.6006 3.0363959 0.96306411  1.041261 0.022438595 0.11946082 0.052537787  0.9996671  0.9997562 0.99984401 59.695074    0.615312 4.5159691  3.7914256  8.274315 12.001991 20.987632 93.421347 302.67985 54.703721 40.423254 92.349095  0.12823722 0.13363229 0.58544677  0.2480489 0.63695113 2.3828849 2.0830034e-09 67.716547 0.31085727 0.14254456 0.68906394 0.24542538   0.246752 2.5728884 7.4770338 0.80565527 0.97904319 0.44918968 0.60157463 2.0830034 1.8752373 13.778108 147.16019 24.875567 22.730171 2.1453962   2785.45 23.647929 395.85709  2356.828 9.1169272
 9 1420.3532 3.0359147 0.96838559  1.041261 0.022438595 0.11946082 0.052537787 0.99986006 0.99970659 0.99952455 52.008559    0.3118872  3.0291792  2.4080749 10.155542 12.849601 19.599272 97.021341 309.58746 49.931512 31.987404 99.089493  0.14872342  0.15413035 0.55368588 0.30497149 0.64537482 2.2647291 2.0820013e-09 67.716547 0.31085727 0.14254456 0.68906394 0.24542538   0.246752 2.5728884 7.4770338 0.80708732 0.98078344 0.44998811 0.60264393 2.0820013 1.8743352 13.778108 147.16019 25.044366 22.746754 2.2976117 2790.6178 22.480107 395.80897 2362.9581 9.3705539
 1 1417.3835 3.0384488 0.96803937 1.0412114 0.022410976 0.11960242 0.053881313 0.99829699  0.9998538 0.99941764 47.706246     0.263537  3.8664332 0.94723933 10.464122 13.032974 20.757166 98.747051 291.36652 47.700853 34.010391 106.46493   0.1766999  0.15651088 0.46379085 0.25686984 0.64936722 2.1065618  2.087284e-09 67.627274 0.31192773 0.14265853 0.68799327 0.24541487 0.24674145 2.5779592  7.622788 0.80855331 0.98321324 0.45158099 0.60425765  2.087284 1.8740485 13.782968 147.15346 24.215157 21.886485 2.3286713 2786.3366 22.756016 395.99483 2358.6383 8.9475273
 5 1417.3697 3.0361675 0.96817995 1.0413096 0.022339721 0.11947076 0.052867611 0.99841829 0.99940702  0.9997296 52.280353   0.13797961  3.1232685  2.8443079 10.366487  12.28877 19.404367 93.846014 276.80838 44.961456 27.898933 99.530694  0.13751946  0.12780942 0.46818035 0.24024754  0.6021963 1.9631551 2.0825278e-09 67.647581 0.31129708 0.14245562 0.68862397  0.2453868 0.24671328 2.5912709 7.5327369 0.80762436 0.98193621 0.45060596 0.60325811 2.0825278 1.8735728  13.78667  147.2676 24.576613 22.406257 2.1703563 2785.5861 22.669492 395.84539 2357.9702 9.1009893
14 1415.7199 3.0427614 0.96422459 1.0413096 0.022339721 0.11947076 0.052867611  1.0018625  1.0000448 0.99898057 52.972943 0.0012501223  3.5468144   4.824883 11.826538 11.421703 19.758272 92.504791 276.02907 45.681285 22.514471 99.155938  0.13034971  0.12549541 0.46536375 0.18137178 0.59003748 2.0761429 2.0963052e-09 67.647581 0.31129708 0.14245562 0.68862397  0.2453868 0.24671328 2.5912709 7.5327369 0.80907861 0.98370433 0.45141734 0.60434437 2.0963052 1.8859678  13.78667  147.2676 22.358553  20.28547 2.0730826 2786.7228 23.472461 395.85445 2358.5924 8.8035057
 1   1415.88 3.0474341 0.96374291 1.0412442 0.022346958  0.1197256 0.055207508  1.0014002 0.99974254 0.99811693 54.428517   0.13856277  4.7563115  2.2582795 9.9574268 11.416928 19.427812 91.296126 278.14469 50.596804 30.667989 98.687114   0.1753629  0.14045218 0.38681897 0.15169333 0.62692183 1.9516258 2.1061233e-09 67.542097 0.31284465 0.14271769 0.68707614  0.2453897 0.24671619 2.5899062 7.7740893 0.81159181  0.9875302 0.45394373 0.60697365 2.1061233 1.8859543 13.788959 147.19211 21.079659 19.054569 2.0250898 2789.6008 23.690748 396.26962 2360.9274 8.7129511
 2 1418.0696 3.0418669 0.96502375 1.0412442 0.022346958  0.1197256 0.055207508 0.99928479 0.99985826 0.99831697 51.506947   0.90074538  6.1115191  5.6300234 9.2594205 9.1150627 20.358227 92.805173  265.3818 51.066525 44.435392 97.376201  0.14294255  0.14384478  0.3281538 0.20720094 0.54119206 1.9364241 2.0944308e-09 67.542097 0.31284465 0.14271769 0.68707614  0.2453897 0.24671619 2.5899062 7.7740893 0.80972775 0.98526205 0.45290112 0.60557956 2.0944308  1.875484 13.788959 147.19211 23.915101 19.958116 3.9569856  2788.309 23.302885 396.23906 2359.8952 8.8718794
 1 1419.4888   3.04867 0.96810461 1.0411017 0.022318842 0.11822701 0.060398672 0.99917131 0.99963399 0.99779647 52.814541   0.74602171  2.9193194  6.9320637 8.1317622 10.963691 15.490879 84.218087 278.92119 43.371769  32.13464 97.153633 0.094154813  0.16786963 0.32268444  0.2082191 0.47675844 1.4622131  2.108728e-09 68.001357 0.30533165 0.14119099 0.69459021 0.24537837 0.24670482 2.5952202 8.2735385 0.80830839 0.98020813 0.44664554 0.60085551  2.108728 1.8687833 13.789622 147.62165 25.312358 23.049112 2.2632454 2788.3528 22.810479 397.56856 2358.9617  9.012098
 1  1419.861 3.0501111 0.96817776 1.0411099 0.022323284 0.11820964 0.061188376 0.99839308 0.99941239 0.99766204 52.475369   0.70708493  2.4537834  4.2438141 10.480053 10.896573 13.047475 81.312132 264.67335 45.331662 39.467151 104.66773  0.12159883  0.16148871 0.31994113 0.24150654   0.487447 1.4190666 2.1117691e-09 68.013956 0.30519059 0.14117806  0.6947313 0.24538017 0.24670663 2.5943786 8.3496343 0.80884072 0.98076281 0.44683643 0.60118176 2.1117691 1.8685248 13.788853 147.62133 25.958139 23.842296 2.1158426 2787.8057  22.92724 397.88573 2358.1783 8.8144411
 2 1420.4044  3.050657 0.96723631 1.0405995 0.022400527 0.11860124 0.061195824 0.99784069  0.9988186 0.99798944 45.444671   0.50749001 0.45051575  6.9331237 10.473473 11.263947 11.829622 83.261163 271.50462 31.365757 24.579455 108.35533  0.12476188  0.12193297 0.37352706 0.21786519 0.64618964 1.9860393 2.1129222e-09 67.767155 0.30843851 0.14164691 0.69148281 0.24541083  0.2467374  2.579892 8.3376605  0.8093322 0.98314413 0.44948077 0.60314116 2.1129222 1.8695173 13.798041  147.4306 23.442371 21.235492 2.2068789  2793.924 23.169296 397.92006 2364.2644 8.5702649
 2 1418.3711 3.0564446 0.96501342 1.0405995 0.022400527 0.11860124 0.061195824  1.0020875 0.99867484  0.9976901  47.13199   0.69829893  1.2623728  8.2283406 8.8653092 12.828952 16.396513 88.161877 297.53659 39.157762 27.974011 108.83819 0.090394342  0.10955962 0.32734837 0.15428536 0.71734938 2.1018328 2.1251864e-09 67.767155 0.30843851 0.14164691 0.69148281 0.24541083  0.2467374  2.579892 8.3376605  0.8109951 0.98516416  0.4504043 0.60438041 2.1251864 1.8803687 13.798041  147.4306 24.725836 22.677191 2.0486458 2787.2905 23.451549  397.9639 2357.3569 8.5181367
 2 1417.6258 3.0632176 0.96461956 1.0410791  0.02233835 0.11891197 0.064540538  1.0001885 0.99897825 0.99795921 45.669821   0.60152274  1.6890644  7.1179709 9.1918269 11.420297 15.326829 87.704152 268.61166  39.30641 29.465924 110.97487   0.1108255   0.1159859 0.30642047  0.1443938 0.65609398 2.3161543 2.1396292e-09 67.766467 0.30898601 0.14189546 0.69093531 0.24538624 0.24671273 2.5915296 8.6840395 0.81539403 0.99051283 0.45324909 0.60792812 2.1396292 1.8805259 13.791319 147.41755 23.254307 21.231051 2.0232566  2788.743 23.948023 399.52243 2356.5803 8.6923224
 2 1421.4554 3.0650246 0.96258999 1.0408528  0.02222384 0.11971369 0.065171698  1.0000693 0.99906417 0.99825359   44.8568   0.54476626  1.4859031  8.3899113 9.4121374 10.041078 14.332219 87.157449 272.55206 39.802079 28.846686 114.14799 0.093282264 0.074634692 0.29639803 0.11834288 0.63394781 2.4923693  2.143499e-09 67.313835 0.31467198 0.14258267 0.68524828 0.24533942 0.24666573 2.6133489 8.7883865 0.81852887 0.99765834 0.45915893  0.6130537  2.143499 1.8815505 13.813043 147.33256  25.65284 23.546056 2.1067837 2791.6051  24.33401 400.09111 2357.8885 9.2914195
 2 1428.7799 3.0540202 0.96353747 1.0409705 0.022214021 0.11920051 0.059583415  1.0000201 0.99909985  0.9971465 41.511187   0.39700291  1.4372297   6.153177 9.8450688   9.47212 14.768749 89.275016 255.65886 46.683107 31.304207 126.35008 0.041317352  0.07545639 0.38616955 0.17998543 0.66992458 2.5959897 2.1200403e-09 67.525699  0.3115535 0.14205967 0.68836726 0.24533537 0.24666166 2.6152297 8.2348708 0.81274784 0.98905691 0.45365128 0.60721009 2.1200403 1.8818744 13.808343 147.47967 26.472619 24.394138  2.078481 2804.6146 23.983941 397.56697 2374.3762  8.687529
 1 1419.0932   3.04879  0.9628116 1.0411645 0.022338347 0.11969696 0.055909983  1.0009004  0.9995095 0.99824285 46.972247   0.25509913  1.3944388  5.8409825 11.135016 10.507958 16.729136 93.822734 267.43665 39.557671 25.166195 110.20278 0.061528027  0.11822653 0.34497883 0.23031655 0.65356682 1.7105254 2.1089811e-09 67.518331 0.31298322 0.14268044 0.68693752 0.24538624 0.24671272 2.5915302 7.8465726 0.81172404 0.98786491 0.45411823 0.60713975 2.1089811 1.8858619 13.792092 147.20929 23.027569 20.896744 2.1308254 2792.1312 24.008362 396.44934 2362.9934 8.6801578
 1 1413.4708 3.0522936 0.96550846 1.0411645 0.022338347 0.11969696 0.055909983  1.0026937 0.99959209 0.99837979 46.349969   0.30876582  5.6270802 0.80876308 8.5612519 10.330084 20.427331 98.757526 241.21169 43.234915  36.91236 115.85597 0.078145233 0.089030678 0.40742691 0.16946145 0.70250422 1.9861669  2.116383e-09 67.518331 0.31298322 0.14268044 0.68693752 0.24538624 0.24671272 2.5915302 7.8465726 0.81397615 0.99060572 0.45537817 0.60882425  2.116383 1.8924807 13.792092 147.20929 21.725536 19.702574  2.022962 2783.4905 23.385902 396.40197 2354.8706 8.8319763
 2  1414.156 3.0426644 0.96508121 1.0405184 0.022407766 0.11971916 0.050765333  1.0031371  0.9995343 0.99846066 45.902401   0.41555843  4.8215521 0.22619566 9.1805616 11.895109 20.909555 99.754237 250.90053 44.210567 38.084891 115.46254   0.1035843  0.10350903  0.4082658 0.17798669 0.69930957 1.9415242 2.0961017e-09 67.351692 0.31473586 0.14277206 0.68518449 0.24541363 0.24674021 2.5785521 7.3027317 0.80912955 0.98592483 0.45393239 0.60604464 2.0961017 1.8937304 13.804496 147.12621 21.440344 19.287711 2.1526332 2785.4313 23.260681 395.69739 2357.7849 8.6883653
 7 1417.4897 3.0309298 0.96430963 1.0406166   0.0223911 0.12001278 0.044079176  1.0034892 0.99983397 0.99899818  52.00336   0.55413904  4.9512045   1.187795 9.5205809 10.390436 20.761495 95.966193 260.25795 44.648215 37.597547 108.24538 0.081997593  0.10178741  0.3069091 0.19608617 0.70635588 1.9504092 2.0716486e-09 67.267983 0.31613172 0.14304902 0.68378843 0.24540716 0.24673372 2.5816419 6.5984148     0.8053 0.98186888 0.45278469 0.60384395 2.0716486 1.8968344 13.804458 147.06725 23.572778 21.546765 2.0260129 2787.8338 23.243368 396.23805 2359.5509 8.8015112
 3 1423.0357 3.0217544 0.96120377 1.0406189  0.02221109  0.1212456 0.038362446  1.0029768 0.99988257 0.99926331 51.833022    0.7829214  3.5866332  3.1145886 9.7068056 9.8103829 21.516302 98.753651 250.65591 50.010015  37.90265 103.20593 0.075012068 0.091926249 0.35068189 0.19718565 0.86009065 2.4305815 2.0527272e-09 66.692181 0.32398107 0.14410182  0.6759377 0.24533416 0.24666045 2.6157912 6.0072896 0.80544433  0.9862751 0.45845356  0.6076667 2.0527272 1.9011223 13.827559  146.9429 26.029831 23.989039 2.0407924 2794.0117 23.766322 397.70472 2363.5784 8.9622447
 4 1428.0038 3.0082521 0.96384648 1.0406189  0.02221109  0.1212456 0.038362446 0.99709265 0.99998393  0.9992902 49.521887    0.8263637  3.2762937  3.2744386 10.957716 9.7101756 22.640053 98.145135 232.27504 49.482179 39.922365 109.16735 0.081238751 0.092189022 0.39253955 0.23306772 0.90125295 2.5487578 2.0251971e-09 66.692181 0.32398107 0.14410182  0.6759377 0.24533416 0.24666045 2.6157912 6.0072896 0.80081701  0.9806089 0.45581972 0.60417562 2.0251971 1.8756253 13.827559  146.9429 27.182432 25.111144 2.0712872 2801.6428 23.065595 397.77236 2371.3802 9.4246064
 9 1425.6701 3.0216128 0.96476453 1.0410201 0.022260533 0.12107121 0.045527987 0.99660707 0.99956185 0.99972312 49.126834   0.87128936  3.8387948  1.9941097 10.375461 11.269564 24.046048 99.426055  247.0407 55.111204 47.771788 114.79974 0.092607832  0.11083309 0.55300626 0.26538461 0.93098304 2.3941185 2.0524366e-09 66.926929 0.32143337 0.14397688 0.67848597 0.24535454  0.2466809 2.6063263 6.7966603 0.80606227 0.98529924 0.45699776 0.60693381 2.0524366 1.8738061 13.809853 146.93375 29.388363 27.267478 2.1208842 2792.5635 23.136659  395.9876 2364.2887 9.1505766
1 1419.9391 3.0341917  0.9684217 1.0409562 0.022366327 0.11950299  0.05360156 0.99695101 1.0000934 0.99927565  44.51721 0.49471591 5.0508439 0.57447664 8.6623678  11.13542 24.595409 103.73443 242.14172 51.756249 43.883293 121.37333  0.10942296  0.11812681  0.5197671  0.24058508 0.87346308  2.192126 2.0784172e-09 67.539874 0.31241971 0.14251445 0.68750108 0.24539742 0.24672394 2.5862667 7.6019841 0.80657521 0.98144225 0.45083132 0.60301689 2.0784172 1.8671319 13.794682 147.22945 24.255005 22.197864 2.0571413 2791.3681 22.590719 395.94822 2363.7244  9.104753
